	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	15	-1	-1	11	-1	-1	-1	-1	10	
2	-1	16	-1	-1	-1	-1	-1	-1	11	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	17	-1	11	4	
3	-1	-1	-1	-1	-1	10	-1	16	-1	11	-1	-1	-1	7	15	-1	-1	17	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	
4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	16	
5	10	-1	-1	18	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	17	4	-1	-1	-1	-1	-1	-1	-1	-1	
6	11	-1	17	-1	-1	-1	-1	-1	11	-1	17	4	-1	16	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
7	-1	-1	17	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
8	18	-1	-1	-1	-1	11	16	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	1	-1	-1	10	-1	-1	-1	-1	11	-1	15	
9	17	-1	-1	-1	-1	-1	15	15	-1	-1	-1	-1	-1	-1	10	-1	-1	17	15	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	
10	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
11	-1	-1	4	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	15	
13	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	
14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	15	-1	-1	-1	-1	18	-1	10	-1	-1	-1	-1	
15	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	18	-1	-1	4	-1	-1	-1	-1	-1	-1	11	-1	-1	
16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	8	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	17	6	11	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	
18	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
19	11	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	
20	-1	-1	4	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	16	-1	17	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	18	
21	-1	-1	-1	-1	15	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	4	-1	-1	-1	-1	-1	17	-1	-1	-1	16	-1	-1	-1	-1	-1	
23	6	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	
24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
